안전시설명,안전시설전화번호,소재지도로명주소,소재지지번주소,위도,경도,현존주소여부
(수원서부) GS 25 수원 당수점,031-501-3136,경기도 수원시 권선구 당진로 17,경기도 수원시 권선구 당수동 232-6번지 당진로 17,37.29068053,126.9401796,S
(수원서부) 아가페 약국,031-416-6651,경기도 수원시 권선구 당진로31번길 15,경기도 수원시 권선구 당수동 261-13,37.2917074,126.9396262,S
(수원서부) 떡마을,031-419-8025,경기도 수원시 권선구 당진로31번길 7-4,경기도 수원시 권선구 당수동 261-7,37.29159036,126.9397842,S
(수원서부) 서호보석,031-295-5537,경기도 수원시 권선구 상탑로 128,경기도 수원시 권선구 서둔동 143-1,37.27079212,126.9850909,S
(수원서부) 센트라우스 중개사무소,031-295-4114,경기도 수원시 권선구 세화로168번길 26,경기도 수원시 권선구 서둔동 17-552,37.26665747,126.9949001,S
(수원서부) 믿음부동산,031-296-2442,경기도 수원시 권선구 여기산로 18,경기도 수원시 권선구 서둔동 260-18,37.27887319,126.9786168,S
(수원서부) 할인공판장,031-293-0960,경기도 수원시 권선구 서호동로14번길 52-19,경기도 수원시 권선구 서둔동 27-49,37.26496305,126.9895115,S
(수원서부) 금강부동산,031-298-8500,경기도 수원시 권선구 세화로168번길 15,경기도 수원시 권선구 서둔동 371,37.26804506,126.9950578,S
(수원서부) 다농할인마트,031-293-9464,경기도 수원시 권선구 상탑로 121,경기도 수원시 권선구 서둔동 374,37.27137765,126.9841775,S
(수원서부) CU편의점(서둔스카이),031-294-1912,경기도 수원시 권선구 서호동로 26,경기도 수원시 권선구 서둔동 46-4,37.26829702,126.9910329,S
(수원서부) 크린토피아,031-291-7755,경기도 수원시 권선구 세화로168번길 12,경기도 수원시 권선구 서둔동 정안빌딩 101호,37.26663037,126.994032,S
(수원서부) 금강약국,031-295-1962,경기도 수원시 권선구 세화로168번길 16,경기도 수원시 권선구 서둔동 탑빌딩 101호,37.26665743,126.9944266,S
cu세류일등점,031-222-2805,,경기도 수원시 권선구 세류동,,,F
cu수원신곡점,031-238-8252,,경기도 수원시 권선구 세류동,,,F
(수원서부) CU 수원신곡점,,,경기도 수원시 권선구 세류동,,,F
(수원시)세븐일레븐(수원세지로점),,경기도 수원시 권선구 세권로108번길 42,경기도 수원시 권선구 세류동 1011-31번지 1층,37.25585377,127.0149996,S
(수원시)유림약국,031-234-1209,경기도 수원시 권선구 덕영대로1142번길 43,경기도 수원시 권선구 세류동 1131-41,37.24924017,127.0152578,S
(수원시)장미세탁소,031-238-4576,경기도 수원시 권선구 경수대로235번길 54,경기도 수원시 권선구 세류동 1132-30,37.24932132,127.0147844,S
(수원시)신형정육점,031-232-0388,경기도 수원시 권선구 경수대로235번길 65,경기도 수원시 권선구 세류동 1140-6,37.2492403,127.0140067,S
(수원시)왕호랑이태권도,,경기도 수원시 권선구 경수대로235번길 61,경기도 수원시 권선구 세류동 1140-7,37.24924028,127.0141757,S
(수원서부) 녹색꽃식물원,031-235-1012,경기도 수원시 권선구 권선로538번길 34,경기도 수원시 권선구 세류동 220,37.26179201,127.0092851,S
스피드 공인중개 사무소,031-233-4343,경기도 수원시 권선구 권선로537번길 2,경기도 수원시 권선구 세류동 318번지,37.26329665,127.0105366,S
(수원시)진현유통(구화성슈퍼),031-238-1833,경기도 수원시 권선구 정조로543번길 20,경기도 수원시 권선구 세류동 468-10번지,37.25812474,127.0105586,S
(수원서부) 굿모닝마트,031-237-6539,,경기도 수원시 권선구 세류동 475-2,37.25954831,127.0113365,S
(수원시)GS편의점(수원신곡점),031-222-4659,경기도 수원시 권선구 세권로94번길 1,경기도 수원시 권선구 세류동 508-44,37.25781806,127.0145828,S
(수원서부) 신일문구,031-232-3445,경기도 수원시 권선구 세권로 85,경기도 수원시 권선구 세류동 520-5,37.25829568,127.0138389,S
(수원시)신광문구완구,031-236-8858,경기도 수원시 권선구 정조로526번길 19,경기도 수원시 권선구 세류동 535-9,37.25604322,127.0124521,S
(수원시)세류2동 우체국,031-232-2004,경기도 수원시 권선구 덕영대로 1084,경기도 수원시 권선구 세류동 543-2,37.25398903,127.0101411,S
(수원시)세븐일레븐(수원세류점),031-221-9046,경기도 수원시 권선구 덕영대로 1090,경기도 수원시 권선구 세류동 544-35,37.25357451,127.0108625,S
(수원서부) CU센트럴타운점,031-237-2805,경기도 수원시 권선구 권선로537번길 26-8,경기도 수원시 권선구 세류동 83-6,37.26412557,127.0109763,S
(수원서부) 삼부자마트,031-232-6087,경기도 수원시 권선구 효원로94번길 31-13,경기도 수원시 권선구 세류동 97-24,37.26481929,127.0119797,S
(수원서부) 그린마트,031-295-4159,경기도 수원시 권선구 매송고색로533번길 7,경기도 수원시 권선구 오목천동 363,37.2457649,126.9623187,S
(수원서부) 에덴꽃동산,031-295-0056,경기도 수원시 권선구 삼천병마로 1589,경기도 수원시 권선구 오목천동 372-3번지 삼천병마로 1589,37.24437767,126.9634014,S
(수원서부) 김밥천국,031-291-0510,경기도 수원시 권선구 오목천로 31,경기도 수원시 권선구 오목천동 431-1,37.2402427,126.965759,S
중앙양로원,031-291-2188,,경기도 수원시 권선구 오목천동 747-1,37.23199253,126.9784853,S
중앙실비요양원,031-291-2188,,경기도 수원시 권선구 오목천동 747-1,37.23199253,126.9784853,S
(수원서부) 새로나미용실,031-292-5437,경기도 수원시 권선구 입북로 65,경기도 수원시 권선구 입북동 150-1,37.2971757,126.9572046,S
(수원서부) 대명설비철물,031-295-1178,경기도 수원시 권선구 입북로 37,경기도 수원시 권선구 입북동 251-6,37.29504101,126.9591457,S
(수원서부) 나이스피싱,031-296-2693,경기도 수원시 권선구 입북로43번길 2,경기도 수원시 권선구 입북동 264-4,37.29556354,126.9589762,S
(수원서부) 한아름 약국,031-294-4999,경기도 수원시 권선구 탑동로 9,경기도 수원시 권선구 탑동 841-3번지 탑동로 9,37.26960079,126.9748993,S
(수원서부) CU 탑동하나점,,경기도 수원시 권선구 하탑로34번길 25,경기도 수원시 권선구 탑동 865-3,37.26770885,126.9758357,S
(수원서부) 피오피앤폼,031-296-7247,경기도 수원시 권선구 하탑로30번길 37,경기도 수원시 권선구 탑동 867-2,37.26717724,126.9758134,S
(수원서부) 두배로마트,031-295-6005,경기도 수원시 권선구 호매실로165번길 28,경기도 수원시 권선구 호매실동 1391번지,37.25945829,126.9561226,S
(수원서부) 동현천연건강나라,031-292-5506,경기도 수원시 권선구 매실로 51,경기도 수원시 권선구 호매실동 390,37.26787404,126.9564782,S
(수원서부) 밥앤스낵,031-298-2228,경기도 수원시 권선구 매실로 53,경기도 수원시 권선구 호매실동 392-2,37.26790117,126.9567375,S
(수원서부) 서연아트 미술교습소,031-291-0500,경기도 수원시 권선구 금호로 40,경기도 수원시 권선구 호매실동 395-7,37.26864877,126.9560944,S
(수원서부) GS25 호매실점,031-292-3551,경기도 수원시 권선구 노림로 15,경기도 수원시 권선구 호매실동 404-1,37.26732349,126.9541787,S
(수원서부) CU호매실 소망점,,경기도 수원시 권선구 노림로15번길 5-9,경기도 수원시 권선구 호매실동 404-5,37.26684598,126.9542579,S
(수원서부) 짜마차이나,031-298-1414,경기도 수원시 권선구 칠보로 149-2,경기도 수원시 권선구 호매실동 439-19번지,37.26601751,126.9554309,S
(수원서부) 롯데리아 호매실점,032-294-0023,,경기도 수원시 권선구 호매실동 695-5,,,F
(수원서부) 파리바게뜨 수원능실마을점,031-227-8270,,경기도 수원시 권선구 호매실동 파리바게뜨 수원능실마을점,,,F
(수원시)명음악교습소,031-202-7745,,경기도 수원시 영통구 망포동,,,F
(수원시)기린약국,031-204-3336,경기도 수원시 영통구 영통로153번길 98,경기도 수원시 영통구 망포동 255-2번지 1층,37.24132943,127.0499231,S
(수원시)삼성전자 남수원점,031-206-6181,경기도 수원시 영통구 덕영대로 1477,경기도 수원시 영통구 망포동 31-6,37.2459327,127.0523943,S
(수원시)CU(망포원룸점),031-203-8167,경기도 수원시 영통구 영통로174번길 85,경기도 수원시 영통구 망포동 345-20,37.24385687,127.0600568,S
(수원시)정약국,031-206-8929,경기도 수원시 영통구 태장로 73,경기도 수원시 영통구 망포동 378,37.23930031,127.0542494,S
(수원시)허주헤어갤러리,031-202-1232,경기도 수원시 영통구 태장로 62,경기도 수원시 영통구 망포동 651-1 동원프라자 102호,37.23885033,127.0529982,S
(수원시)태장문구,031-205-0180,경기도 수원시 영통구 태장로71번길 15,경기도 수원시 영통구 망포동 690 엘지2차@ 상가 102호,37.24051744,127.052526,S
(수원시)두배로행복마트,031-202-0277,경기도 수원시 영통구 봉영로 1432-25,경기도 수원시 영통구 망포동 707번지 두배로행복마트,37.24254766,127.0654204,S
(수원시)남부할인마트,031-215-7789,경기도 수원시 영통구 매봉로35번길 25,경기도 수원시 영통구 매탄동 111-110,37.27135121,127.051306,S
(수원시)깍아볼까,031-236-3724,경기도 수원시 영통구 효원로358번길 7-2,경기도 수원시 영통구 매탄동 1157,37.25879479,127.0404762,S
(수원시)효원약국,031-238-2996,,경기도 수원시 영통구 매탄동 1162,37.25726365,127.0385253,S
(수원시)성일분식,031-215-2692,경기도 수원시 영통구 동탄원천로1109번길 42,경기도 수원시 영통구 매탄동 1199 원천성일@ 상가 107호,37.2708806,127.0561424,S
(수원시)진수퍼,031-216-2341,경기도 수원시 영통구 매봉로 38,경기도 수원시 영통구 매탄동 1202-6번지 1층,37.2712063,127.0530873,S
(수원시)매탄2동 우체국,031-214-2001,경기도 수원시 영통구 매영로 93-20,경기도 수원시 영통구 매탄동 1213-1,37.26865651,127.0528037,S
(수원시)카페원,070-5123-7372,경기도 수원시 영통구 매영로 87,경기도 수원시 영통구 매탄동 1215-8번지 진생빌딩 1층,37.26796292,127.0523298,S
(수원시)나이스데이24,031-216-0828,경기도 수원시 영통구 매탄로 142,경기도 수원시 영통구 매탄동 1233-2 104호,37.26320861,127.0441648,S
(수원시)매탄3동 우체국,031-214-0250,경기도 수원시 영통구 동탄원천로881번길 66,경기도 수원시 영통구 매탄동 1279-4,37.25582068,127.0426728,S
(수원시)바른손문구,031-213-2003,경기도 수원시 영통구 동탄원천로881번길 58,경기도 수원시 영통구 매탄동 1279-5,37.25560448,127.0425262,S
(수원시)세븐일레븐(매탄법원점),031-214-0710,경기도 수원시 영통구 동수원로514번길 11,경기도 수원시 영통구 매탄동 130-11,37.27228991,127.047135,S
(수원시)매탄1동 우체국,031-215-9115,경기도 수원시 영통구 중부대로 242,경기도 수원시 영통구 매탄동 153-110,37.27485055,127.0422544,S
(수원시)GS25수원매화점,031-212-0718,경기도 수원시 영통구 매여울로53번길 76-15,경기도 수원시 영통구 매탄동 170-2,37.27354455,127.0407542,S
(수원시)해피문구,031-214-2533,경기도 수원시 영통구 권광로260번길 36,경기도 수원시 영통구 매탄동 176 현대힐스테이트 상가 113호,37.27110311,127.0396706,S
(수원시)CU(매탄공원점),031-214-7024,경기도 수원시 영통구 매영로 39,경기도 수원시 영통구 매탄동 198-92,37.26935259,127.0470544,S
(수원시)오동물병원,031-213-3050,경기도 수원시 영통구 매영로 10,경기도 수원시 영통구 매탄동 810 삼성2차@ 상가 119호,37.26943492,127.0435819,S
(수원시)GS25(수원매탄점),031-211-0669,경기도 수원시 영통구 인계로 239,경기도 수원시 영통구 매탄동 810-4,37.26523597,127.0440306,S
(수원시)성심떡방,031-215-3372,,경기도 수원시 영통구 매탄동 907-1,37.27010247,127.041226,S
(수원시)신원약국,031-212-2332,경기도 수원시 영통구 인계로 218,경기도 수원시 영통구 매탄동 923-14,37.26484948,127.0412008,S
(수원시)주공부동산,031-217-1900,,경기도 수원시 영통구 매탄동 주공그린빌 1단지 정문옆 상가,,,F
(수원시)드림타워 부동산,031-273-2223,,경기도 수원시 영통구 신동 111호 드림타워 부동산,,,F
(수원시)방일해장국,031-204-6222,경기도 수원시 영통구 영통로 293,경기도 수원시 영통구 신동 261-1,37.2525424,127.06092,S
(수원시)래미안공인중개사,031-273-3131,경기도 수원시 영통구 청명북로 33,경기도 수원시 영통구 영통동 1046-1,37.25493768,127.079363,S
(수원시)주공하이퍼,031-203-0997,경기도 수원시 영통구 청명북로 83,경기도 수원시 영통구 영통동 1048-5,37.25851437,127.0799753,S
(수원시)쌍용랜드,031-203-8300,경기도 수원시 영통구 봉영로1744번길 16,경기도 수원시 영통구 영통동 1052-2 쌍용@ 상가 104호,37.26312567,127.0829449,S
(수원시)소문난 풍차베이커리,031-204-8265,경기도 수원시 영통구 봉영로1744번길 11,경기도 수원시 영통구 영통동 1053-2,37.26590936,127.0836693,S
(수원시)황곡 우체국,031-206-2004,경기도 수원시 영통구 봉영로1759번길 35,경기도 수원시 영통구 영통동 947-4,37.26679447,127.0805249,S
(수원시)월드크리닝 수원황골점,031-206-8916,경기도 수원시 영통구 영통로 517,경기도 수원시 영통구 영통동 949-5,37.26485028,127.077355,S
(수원시)GS25 황골 주공점,031-203-6996,경기도 수원시 영통구 영통로 513,경기도 수원시 영통구 영통동 954-1,37.26448985,127.0773885,S
(수원시)김밥잔치,031-206-7060,경기도 수원시 영통구 영통로 460,경기도 수원시 영통구 영통동 956-2,37.25943553,127.076662,S
